fullvisitorid,channelgrouping,time,country,city,totaltransactionrevenue,transactions,timeonsite,pageviews,sessionqualitydim,date,visitid,type,productquantity,productprice,productsku,v2productname,v2productcategory,productvariant,currencycode,transactionrevenue,transactionid,pagetitle,searchkeyword,pagepathlevel1,ecommerceaction_type,ecommerceaction_step,ecommerceaction_option
4.77E+18,Referral,11297,United States,Los Angeles,NULL,NULL,11297,3,NULL,2017-06-12,1497288072,PAGE,NULL,119,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),NULL,NULL,NULL,Nest-USA,NULL,/google+redesign/,2,1,NULL
4.17E+17,Organic Search,0,Venezuela,not available in demo dataset,NULL,NULL,0,2,NULL,2017-06-24,1498324956,PAGE,NULL,17,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.99E+18,Direct,0,Hong Kong,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-07,1496858394,PAGE,NULL,19,GGOEGAAX0341,Google Women's Vintage Hero Tee Black,Home/Apparel/Women's/,(not set),USD,NULL,NULL,Women's Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.09E+18,Referral,34522,United States,Los Angeles,NULL,NULL,34522,2,NULL,2017-05-18,1495134641,PAGE,NULL,19,GGOEGAAX0340,Google Men's Vintage Badge Tee Sage,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.59E+17,Organic Search,0,Canada,not available in demo dataset,NULL,NULL,0,2,1,2017-08-01,1501605106,PAGE,NULL,17,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.78E+18,Organic Search,0,Bosnia & Herzegovina,not available in demo dataset,NULL,NULL,0,1,1,2017-07-26,1501061344,PAGE,NULL,17,GGOEGAAX0661,You Tube Toddler Short Sleeve Tee Red,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.52E+18,Referral,29672,United States,Mountain View,NULL,NULL,29672,3,NULL,2017-05-14,1494785308,PAGE,NULL,199,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,(not set),(not set),USD,NULL,NULL,Store search results,NULL,/asearch.html,0,1,NULL
4.00E+18,Referral,44045,United States,Mountain View,NULL,NULL,44045,3,1,2017-07-10,1499725650,PAGE,NULL,15,GGOEGHPJ080310,Google Blackout Cap,(not set),(not set),USD,NULL,NULL,Store search results,NULL,/asearch.html,0,1,NULL
1.53E+18,Referral,31809,United States,Mountain View,NULL,NULL,31809,4,NULL,2017-05-22,1495489357,PAGE,NULL,22,GGOEGCMB020932,Suitcase Organizer Cubes,Home/Bags/More Bags/,(not set),USD,NULL,NULL,More Bags | Bags | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.65E+17,Organic Search,137702,Sweden,not available in demo dataset,NULL,NULL,137702,7,NULL,2017-05-16,1494928017,PAGE,NULL,99,GGOEGAAX0598,Google Men's Convertible Vest-Jacket Pewter,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,NULL,NULL,Men's Outerwear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.84E+18,Referral,62794,United States,Mountain View,NULL,NULL,62794,2,NULL,2017-05-26,1495829878,PAGE,NULL,21,GGOEGAAX0355,Google Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.66E+18,Organic Search,0,United Kingdom,not available in demo dataset,NULL,NULL,0,1,1,2017-07-15,1500160949,PAGE,NULL,15,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.17E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,1,1,2017-07-26,1501085059,PAGE,NULL,15,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.82E+18,Paid Search,6731,United States,Santa Clara,NULL,NULL,6731,7,NULL,2017-06-06,1496803480,PAGE,NULL,70,GGOEGBRJ037399,Google Rucksack,Home/Bags/,(not set),USD,NULL,NULL,Bags | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.88E+18,Organic Search,371775,United States,not available in demo dataset,NULL,NULL,371775,8,2,2017-07-14,1500095713,PAGE,NULL,3,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.05E+16,Organic Search,40413,Canada,not available in demo dataset,NULL,NULL,40413,5,2,2017-07-07,1499453862,PAGE,NULL,4,GGOEAKDH019899,Windup Android,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.43E+18,Referral,207034,Spain,Barcelona,NULL,NULL,207034,4,1,2017-07-18,1500378608,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Apparel/Men's/,(not set),USD,NULL,NULL,Men's Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.31E+18,Direct,0,India,not available in demo dataset,NULL,NULL,0,3,NULL,2017-05-21,1495355373,PAGE,NULL,2,GGOEYFKQ020699,YouTube Custom Decals,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.25E+18,Organic Search,38549,Canada,not available in demo dataset,NULL,NULL,38549,2,NULL,2017-06-01,1496331813,PAGE,NULL,5,GGOEGESC014099,Rocket Flashlight,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.68E+18,Organic Search,86345,United Kingdom,not available in demo dataset,NULL,NULL,86345,4,1,2017-07-12,1499860733,PAGE,NULL,13,GGOEADWQ015699,Android Rise 14 oz Mug,Home/Shop by Brand/Android/,(not set),USD,NULL,NULL,Android | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.17E+18,Organic Search,24005,United States,not available in demo dataset,NULL,NULL,24005,5,NULL,2017-06-02,1496440840,PAGE,NULL,19,GGOEGAAX0340,Google Men's Vintage Badge Tee Sage,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.72E+18,Direct,361707,Taiwan,not available in demo dataset,NULL,NULL,361707,4,NULL,2017-06-16,1497663594,PAGE,NULL,2,GGOEGFSR022099,Google Kick Ball,Home/Accessories/Fun/,(not set),USD,NULL,NULL,Fun | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.80E+17,Direct,0,France,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-06,1496769794,PAGE,NULL,22,GGOEGCMB020932,Suitcase Organizer Cubes,Home/Accessories/Fun/,(not set),USD,NULL,NULL,Fun | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.44E+18,Organic Search,0,Italy,Milan,NULL,NULL,0,2,NULL,2017-05-24,1495619277,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.07E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,2,1,2017-07-31,1501505327,PAGE,NULL,5,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.35E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-05,1496685908,PAGE,NULL,12,GGOEGCNB021099,Seat Pack Organizer,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.31E+18,Organic Search,23835,United States,San Jose,NULL,NULL,23835,2,NULL,2017-05-18,1495170995,PAGE,NULL,2,GGOEGKAA019299,Switch Tone Color Crayon Pen,Home/Accessories/Fun/,(not set),USD,NULL,NULL,Fun | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.42E+18,Organic Search,0,Taiwan,not available in demo dataset,NULL,NULL,0,1,1,2017-07-21,1500699101,PAGE,NULL,0,9180781,Suitcase Organizer Cubes,(not set),(not set),USD,NULL,NULL,UpCycled Handlebar Bag,NULL,/google+redesign/,0,1,NULL
2.88E+18,Organic Search,61371,India,Hyderabad,NULL,NULL,61371,5,NULL,2017-05-19,1495208655,PAGE,NULL,11,GGOEYHPB072210,YouTube Twill Cap,Home/Apparel/,(not set),USD,NULL,NULL,Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.98E+18,Organic Search,20688,United States,Mountain View,NULL,NULL,20688,3,NULL,2017-05-18,1495145144,PAGE,NULL,30,GGOEGAAX0353,Google Vintage Henley Grey/Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.46E+18,Organic Search,0,United States,Mountain View,NULL,NULL,0,1,NULL,2017-05-30,1496183998,PAGE,NULL,15,GGOEGAAX0338,Google Men's Vintage Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.48E+18,Paid Search,171381,United States,not available in demo dataset,NULL,NULL,171381,4,NULL,2017-06-19,1497858413,PAGE,NULL,17,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,(not set),(not set),USD,NULL,NULL,Store search results,NULL,/asearch.html,0,1,NULL
9.49E+16,Organic Search,13707,United States,Redwood City,NULL,NULL,13707,4,NULL,2017-06-13,1497369271,PAGE,NULL,19,GGOEGAAX0340,Google Men's Vintage Badge Tee Sage,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.60E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,1,1,2017-07-04,1499200941,PAGE,NULL,17,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.09E+17,Organic Search,66648,United Kingdom,not available in demo dataset,NULL,NULL,66648,2,NULL,2017-05-30,1496163077,PAGE,NULL,19,GGOEGAAX0683,Google Youth Short Sleeve T-shirt Royal Blue,Home/Apparel/Kid's/Kids-Youth/,(not set),USD,NULL,NULL,Youth | Kids' Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.90E+18,Organic Search,0,Japan,Minato,NULL,NULL,0,1,1,2017-07-16,1500201376,PAGE,NULL,21,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.10E+18,Organic Search,0,France,Paris,NULL,NULL,0,1,NULL,2017-06-23,1498236290,PAGE,NULL,3,GGOEGFKQ020799,Google Doodle Decal,Home/Accessories/Stickers/,(not set),USD,NULL,NULL,Stickers | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.67E+17,Organic Search,0,Slovakia,not available in demo dataset,NULL,NULL,0,2,1,2017-07-26,1501093573,PAGE,NULL,19,GGOEGAAX0296,YouTube Women's Short Sleeve Tri-blend Badge Tee Grey,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.89E+18,Organic Search,9769,United States,Mountain View,NULL,NULL,9769,3,NULL,2017-05-24,1495657497,PAGE,NULL,21,GGOEGAAX0355,Google Men's Vintage Tank,Home/Apparel/Men's/,(not set),USD,NULL,NULL,Men's Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.12E+18,Organic Search,26972,United States,San Francisco,NULL,NULL,26972,3,NULL,2017-05-07,1494201929,PAGE,NULL,17,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.59E+18,Organic Search,32675,United States,not available in demo dataset,NULL,NULL,32675,4,NULL,2017-07-01,1498896329,PAGE,NULL,70,GGOEGBRJ037399,Google Rucksack,Home/Shop by Brand/,(not set),USD,NULL,NULL,Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.54E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-21,1498073017,PAGE,NULL,22,GGOEGAAX0042,Android Stretch Fit Hat,Home/Apparel/Headgear/,(not set),USD,NULL,NULL,Headgear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.07E+18,Direct,0,India,Patna,NULL,NULL,0,2,NULL,2017-06-29,1498790809,PAGE,NULL,30,GGOEGAAX0353,Google Vintage Henley Grey/Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.84E+18,Referral,42796,United States,Cupertino,NULL,NULL,42796,5,NULL,2017-05-29,1496066516,PAGE,NULL,17,GGOEGAAX0356,YouTube Men's Vintage Tank,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.57E+18,Organic Search,16758,United States,Chicago,NULL,NULL,16758,3,NULL,2017-05-15,1494871206,PAGE,NULL,21,GGOEGAAX0357,Android Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.37E+18,Organic Search,573184,Japan,not available in demo dataset,NULL,NULL,573184,5,NULL,2017-05-27,1495886330,PAGE,NULL,5,GGOEGESC014099,Rocket Flashlight,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.40E+18,Organic Search,9034,United States,Houston,NULL,NULL,9034,5,NULL,2017-06-06,1496781821,PAGE,NULL,19,GGOEGAAX0340,Google Men's Vintage Badge Tee Sage,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.29E+18,Organic Search,38587,United States,not available in demo dataset,NULL,NULL,38587,6,NULL,2017-06-20,1497998733,PAGE,NULL,25,GGOEGDHQ015399,26 oz Double Wall Insulated Bottle,Home/Drinkware/,(not set),USD,NULL,NULL,Drinkware | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.33E+18,Referral,11477,United States,San Francisco,NULL,NULL,11477,2,NULL,2017-06-11,1497200368,PAGE,NULL,100,GGOEGBRJ037299,Google Alpine Style Backpack,Home/Shop by Brand/Google/,(not set),USD,NULL,NULL,Google | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.60E+18,Organic Search,38462,United States,Pittsburgh,NULL,NULL,38462,6,NULL,2017-05-04,1493913107,EVENT,NULL,21,GGOEGAAX0357,Android Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),NULL,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,1,1,NULL
2.82E+18,Organic Search,69950,Greece,not available in demo dataset,NULL,NULL,69950,9,1,2017-07-14,1500024955,PAGE,NULL,3,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.62E+18,Direct,42954,United States,Ann Arbor,NULL,NULL,42954,3,NULL,2017-06-08,1496951387,PAGE,NULL,13,GGOEGACB023699,Yoga Block,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.46E+18,Direct,0,United States,not available in demo dataset,NULL,NULL,0,1,NULL,2017-05-12,1494639760,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.76E+18,Organic Search,0,United Kingdom,not available in demo dataset,NULL,NULL,0,2,1,2017-07-05,1499322153,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.03E+17,Organic Search,33345,United Kingdom,London,NULL,NULL,33345,5,1,2017-07-07,1499433683,PAGE,NULL,5,GGOEGOAA017199,Rubber Grip Ballpoint Pen 4 Pack,Home/Office/,(not set),USD,NULL,NULL,Office | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.78E+18,Organic Search,0,United States,San Bruno,NULL,NULL,0,1,NULL,2017-06-23,1498280948,PAGE,NULL,19,GGOEGAAX0340,Google Men's Vintage Badge Tee Sage,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.08E+18,Direct,53740,United States,Mountain View,NULL,NULL,53740,4,NULL,2017-06-11,1497238991,PAGE,NULL,30,GGOEGAAX0352,Android Men's Vintage Henley,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.88E+18,Direct,0,Sweden,not available in demo dataset,NULL,NULL,0,1,1,2017-07-15,1500129671,PAGE,NULL,17,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/,(not set),USD,NULL,NULL,Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.10E+18,Direct,78904,United Kingdom,London,NULL,NULL,78904,3,NULL,2017-05-23,1495560168,PAGE,NULL,11,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.54E+16,Organic Search,0,Brazil,Sao Paulo,NULL,NULL,0,1,NULL,2017-07-01,1498917089,PAGE,NULL,2,GGOEYFKQ020699,YouTube Custom Decals,Home/Accessories/Stickers/,(not set),USD,NULL,NULL,Stickers | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.23E+18,Organic Search,0,United States,not available in demo dataset,NULL,NULL,0,2,1,2017-07-10,1499750145,PAGE,NULL,19,GGOEGAAX0325,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.16E+18,Organic Search,0,Serbia,not available in demo dataset,NULL,NULL,0,2,1,2017-07-08,1499549921,PAGE,NULL,30,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
2.33E+18,Paid Search,101483,United States,Chicago,NULL,NULL,101483,7,NULL,2017-06-19,1497907011,PAGE,NULL,60,GGOEGESB015199,Google Flashlight,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.91E+18,Organic Search,429812,Poland,not available in demo dataset,NULL,NULL,429812,5,1,2017-07-06,1499330054,PAGE,NULL,3,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Home/Office/,(not set),USD,NULL,NULL,Office | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.97E+18,Organic Search,463419,United States,not available in demo dataset,NULL,NULL,463419,9,NULL,2017-07-03,1499101994,PAGE,NULL,23,GGOEGESB015099,Basecamp Explorer Powerbank Flashlight,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.75E+17,Referral,10952,United States,New York,NULL,NULL,10952,2,NULL,2017-05-19,1495195540,PAGE,NULL,17,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.56E+18,Organic Search,0,United Kingdom,not available in demo dataset,NULL,NULL,0,2,1,2017-07-04,1499201736,PAGE,NULL,11,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.08E+17,Organic Search,87049,United States,not available in demo dataset,NULL,NULL,87049,4,NULL,2017-06-23,1498235632,PAGE,NULL,5,GGOEGBFC018799,Electronics Accessory Pouch,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.06E+18,Referral,26424,United States,not available in demo dataset,NULL,NULL,26424,5,2,2017-07-19,1500525680,PAGE,NULL,11,GGOEGDHR082199,Google 25 oz Red Stainless Steel Bottle,Home/Drinkware/Water Bottles and Tumblers/,(not set),USD,NULL,NULL,Water Bottles & Tumblers | Drinkware | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.02E+18,Organic Search,0,Slovakia,not available in demo dataset,NULL,NULL,0,1,NULL,2017-07-03,1499074903,PAGE,NULL,40,GGOEGAAX0313,Google Tri-blend Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,NULL,NULL,Men's Outerwear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.24E+17,Organic Search,0,Slovakia,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-12,1497291377,PAGE,NULL,11,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
8.45E+16,Referral,17311,United States,Sunnyvale,NULL,NULL,17311,2,NULL,2017-06-22,1498158271,PAGE,NULL,2,GGOEGKAA019299,Switch Tone Color Crayon Pen,Home/Accessories/Fun/,(not set),USD,NULL,NULL,Fun | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.96E+18,Referral,24161,Japan,Minato,NULL,NULL,24161,6,NULL,2017-07-03,1499130417,PAGE,NULL,19,GGOEGHPB080410,Google 5-Panel Snapback Cap,Home/Apparel/Headgear/,(not set),USD,NULL,NULL,Headgear | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
6.29E+18,Referral,304964,United States,Mountain View,NULL,NULL,304964,3,1,2017-07-17,1500337730,PAGE,NULL,23,GGOEGHPB003410,Google Snapback Hat Black,Home/Shop by Brand/Google/,(not set),USD,NULL,NULL,Google | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.13E+18,Referral,179295,United States,Chicago,NULL,NULL,179295,8,NULL,2017-05-30,1496172114,PAGE,NULL,2,GGOEGFSR022099,Google Kick Ball,Home/Accessories/Fun/,(not set),USD,NULL,NULL,Fun | Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.76E+18,Organic Search,0,United Kingdom,London,NULL,NULL,0,1,NULL,2017-06-30,1498853741,PAGE,NULL,11,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
1.22E+18,Organic Search,36160,India,Bengaluru,NULL,NULL,36160,4,NULL,2017-06-21,1498037095,PAGE,NULL,17,GGOEGAAX0320,Android Men's Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/store.html,0,1,NULL
6.01E+18,Direct,44274,United States,not available in demo dataset,NULL,NULL,44274,9,NULL,2017-06-04,1496614346,PAGE,NULL,23,GGOEGESB015099,Basecamp Explorer Powerbank Flashlight,Home/Electronics/,(not set),USD,NULL,NULL,Electronics | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
9.37E+17,Organic Search,42941,United States,not available in demo dataset,NULL,NULL,42941,2,NULL,2017-05-25,1495744263,PAGE,NULL,0,9182772,Google Women's Performance Full Zip Jacket Black,(not set),(not set),USD,NULL,NULL,"Google High Capacity 10,400mAh Charger",NULL,/google+redesign/,0,1,NULL
4.51E+17,Organic Search,0,France,not available in demo dataset,NULL,NULL,0,1,NULL,2017-06-15,1497555812,PAGE,NULL,11,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
4.74E+17,Organic Search,86313,United States,not available in demo dataset,NULL,NULL,86313,5,NULL,2017-06-20,1498024307,PAGE,NULL,23,GGOEGESB015099,Basecamp Explorer Powerbank Flashlight,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
3.95E+18,Organic Search,0,United Kingdom,London,NULL,NULL,0,1,1,2017-08-01,1501657186,PAGE,NULL,19,GGOEGAAX0290,YouTube Women's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,(not set),USD,NULL,NULL,YouTube | Shop by Brand | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
7.61E+18,Organic Search,0,India,Bengaluru,NULL,NULL,0,2,NULL,2017-06-02,1496467679,PAGE,NULL,20,GGOEAXXX0808,Android Men's Engineer Short Sleeve Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,NULL,NULL,Men's T-Shirts | Apparel | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
5.74E+18,Direct,328823,United States,not available in demo dataset,NULL,NULL,328823,5,NULL,2017-06-27,1498567087,PAGE,NULL,60,GGOEGESB015199,Google Flashlight,Home/Accessories/,(not set),USD,NULL,NULL,Accessories | Google Merchandise Store,NULL,/google+redesign/,0,1,NULL
